drink_name,drink_description,size,image_url,featured,category,price
Hendrick's Lunar Gin,"Hendrick's Lunar Gin is a limited edition gin inspired by moonlit nights. Infused with botanicals like rose petals and cucumber, it has a delicate and aromatic profile. Enjoy this unique gin in cocktails that evoke the mysteries of the night.",750 ml bottle,https://example.com/hendricks-lunar-gin,FALSE,Gin,$34.50 
Pabst Blue Ribbon,"Pabst Blue Ribbon, also known as PBR, is a classic American lager with a smooth and light flavor. Brewed with a blend of hops and malted barley, it has a clean and easy-drinking profile. Enjoy it at parties, concerts, or as your go-to everyday beer.",24x 12oz Cans,https://example.com/pabst-blue-ribbon,FALSE,Lager,$18.99 
Casa Noble Crystal Tequila,"Casa Noble Crystal Tequila is an award-winning tequila made from 100% blue agave. Triple distilled for clarity and smoothness, it has a crisp and clean taste with floral and citrus notes. Sip it neat or use it in top-shelf tequila cocktails.",750 ml bottle,https://example.com/casa-noble-crystal-tequila,TRUE,Vodka,$49.95 
Château de Blanc Coteaux du Languedoc,"Château de Blanc Coteaux du Languedoc is a delightful red wine from the Languedoc region of France. With flavors of ripe berries, herbs, and a hint of spice, it has a smooth and balanced palate. Pair it with grilled meats, cheeses, or hearty stews.",750 ml bottle,https://example.com/chateau-de-blanc-red-wine,FALSE,RedWine,$22.80 
Beringer Main & Vine White Zinfandel,"Beringer Main & Vine White Zinfandel is a refreshing and semi-sweet rosé wine. With flavors of juicy strawberries and fresh melon, it has a smooth and fruity finish. Enjoy this easy-drinking wine on its own or with light salads and appetizers.",1.5L bottle,https://example.com/beringer-white-zin,TRUE,WhiteWine,$11.49 
Talisker Storm Single Malt Scotch Whisky,"Talisker Storm is an intense and smoky single malt Scotch whisky. Crafted to capture the rugged spirit of the Isle of Skye, it offers flavors of maritime brine, peat smoke, and a dash of black pepper. Enjoy this robust whisky neat or with a drop of water.",750 ml bottle,https://example.com/talisker-storm,FALSE,Whiskey,$55.99 
Tanqueray Rangpur Gin,"Tanqueray Rangpur Gin is a refreshing and zesty gin with the essence of Rangpur limes, ginger, and bay leaves. Distinctive and citrus-forward, it's perfect for creating bright and flavorful gin cocktails.",750 ml bottle,https://example.com/tanqueray-rangpur-gin,TRUE,Gin,$26.25 
Sapporo Premium Beer,"Sapporo Premium Beer is a classic Japanese lager with a crisp and clean taste. Brewed with a blend of hops and malt, it has a mild and refreshing flavor. Enjoy it with sushi, tempura, or your favorite Japanese dishes.",6x 12oz Bottles,https://example.com/sapporo-premium,FALSE,Lager,$9.95 
High Noon Pineapple Hard Seltzer,"High Noon Pineapple Hard Seltzer is a tropical and thirst-quenching seltzer with the taste of ripe pineapples. Made with real fruit juice, it's gluten-free and has a hint of natural sweetness. Enjoy it on hot summer days or whenever you crave a burst of pineapple flavor.",4x 12oz Cans,https://example.com/high-noon-pineapple,FALSE,HardSeltzer,$8.99 
Ketel One Vodka,"Ketel One Vodka is a premium Dutch vodka made from 100% wheat. Distilled in copper pot stills, it has a smooth and crisp taste with a hint of citrus. Sip it neat, on the rocks, or in your favorite vodka cocktails.",750 ml bottle,https://example.com/ketel-one-vodka,TRUE,Vodka,$24.95 
Veuve Clicquot Yellow Label Brut Champagne,"Veuve Clicquot Yellow Label Brut Champagne is a luxurious and iconic champagne from France. With flavors of white fruits, brioche, and a touch of honey, it's elegant and balanced. Raise a glass of this prestigious champagne to celebrate life's special moments.",750 ml bottle,https://example.com/veuve-clicquot-brut,FALSE,WhiteWine,$54.99 
Macallan 12 Year Old Double Cask Single Malt Scotch Whisky,"Macallan 12 Year Old Double Cask is a rich and smooth single malt Scotch whisky. Aged in a combination of American oak and sherry-seasoned oak casks, it offers flavors of dried fruit, vanilla, and a hint of cinnamon. Savor this delightful whisky neat or on the rocks.",750 ml bottle,https://example.com/macallan-12-double-cask,FALSE,Whiskey,$64.99 
Brooklyn Gin,"Brooklyn Gin is a handcrafted gin from New York with a fresh and floral character. Made in small batches, it features botanicals like citrus peel, lavender, and juniper. Enjoy this artisanal gin in classic cocktails or create your own signature concoctions.",750 ml bottle,https://example.com/brooklyn-gin,TRUE,Gin,$32.50 
Dos Equis Ambar,"Dos Equis Ambar is a traditional Mexican amber lager with a smooth and malty flavor. Brewed with roasted malts, it has a rich and caramel-like taste. Enjoy it with tacos, grilled meats, or Mexican-style dishes.",12x 12oz Bottles,https://example.com/dos-equis-ambar,FALSE,Lager,$14.95 
Barefoot Peach Moscato,"Barefoot Peach Moscato is a sweet and fruity wine with the essence of ripe peaches. Light-bodied and easy to drink, it's perfect for those who prefer sweeter wines. Pair it with light desserts or enjoy it as a refreshing aperitif.",750 ml bottle,https://example.com/barefoot-peach-moscato,TRUE,WhiteWine,$6.99 
Aberlour 16 Year Old Single Malt Scotch Whisky,"Aberlour 16 Year Old is a well-rounded and rich single malt Scotch whisky. Matured in a combination of ex-bourbon and sherry casks, it offers flavors of dried fruits, nuts, and a hint of spice. Sip this smooth and complex whisky by the fireplace.",750 ml bottle,https://example.com/aberlour-16,FALSE,Whiskey,$78.50 
Monkey 47 Schwarzwald Dry Gin,"Monkey 47 Schwarzwald Dry Gin is a premium gin from Germany's Black Forest. With 47 botanicals, it has a complex and aromatic profile. Enjoy this exquisite gin in classic cocktails or let it shine in a simple gin and tonic.",500 ml bottle,https://example.com/monkey-47-gin,TRUE,Gin,$44.99 
Coors Light,"Coors Light is a refreshing and light American lager known for its cold-activated mountain icon. Brewed with pure mountain water, it has a clean and crisp taste that's perfect for cooling off on hot days or after a long day's work.",12x 12oz Cans,https://example.com/coors-light,FALSE,Lager,$10.99 
Truly Watermelon & Kiwi Hard Seltzer,"Truly Watermelon & Kiwi Hard Seltzer is a delightful seltzer with the taste of juicy watermelon and tropical kiwi. Light, bubbly, and gluten-free, it's a guilt-free option for a fun and flavorful drinking experience.",12x 12oz Cans,https://example.com/truly-watermelon-kiwi,FALSE,HardSeltzer,$14.49 
Stolichnaya Premium Vodka,"Stolichnaya Premium Vodka is a classic Russian vodka made from high-quality wheat and rye. Triple distilled and filtered through quartz, it has a smooth and pure taste. Enjoy it neat, on the rocks, or in your favorite vodka cocktails.",750 ml bottle,https://example.com/stolichnaya-vodka,TRUE,Vodka,$20.95 
Ruffino Riserva Ducale Chianti Classico,"Ruffino Riserva Ducale Chianti Classico is an esteemed Italian red wine with a rich and full-bodied profile. With flavors of cherries, plums, and a hint of spice, it pairs perfectly with Italian dishes and aged cheeses.",750 ml bottle,https://example.com/ruffino-chianti,FALSE,RedWine,$23.80 
Josh Cellars Rosé,"Josh Cellars Rosé is a fresh and vibrant wine with flavors of strawberries, peaches, and citrus. Light-bodied and easy to drink, it's a delightful choice for casual gatherings and picnics in the park.",750 ml bottle,https://example.com/josh-cellars-rose,TRUE,WhiteWine,$12.99 
Laphroaig 10 Year Old Islay Single Malt Scotch Whisky,"Laphroaig 10 Year Old is a bold and peaty single malt Scotch whisky from the Isle of Islay. With flavors of smoke, seaweed, and a touch of sweetness, it's an acquired taste that captivates whisky enthusiasts.",750 ml bottle,https://example.com/laphroaig-10,FALSE,Whiskey,$49.95 
Hendrick's Midsummer Solstice Gin,"Hendrick's Midsummer Solstice Gin is a limited edition gin inspired by the summer solstice. With floral and citrus notes, it has a delightful and refreshing character. Enjoy this special gin in seasonal cocktails to celebrate the longest day of the year.",750 ml bottle,https://example.com/hendricks-midsummer-gin,FALSE,Gin,$37.50 
Negra Modelo,"Negra Modelo is a smooth and malty Mexican lager with a touch of caramel sweetness. Brewed with a blend of dark malts, it has a rich and satisfying flavor. Enjoy it with grilled meats, tacos, or traditional Mexican cuisine.",6x 12oz Bottles,https://example.com/negra-modelo,FALSE,Lager,$11.99 
High Noon Mango Hard Seltzer,"High Noon Mango Hard Seltzer is a tropical and thirst-quenching seltzer with the taste of ripe mangoes. Made with real fruit juice, it's gluten-free and has a hint of natural sweetness. Enjoy the refreshing taste of mango all year round.",4x 12oz Cans,https://example.com/high-noon-mango,FALSE,HardSeltzer,$8.99 
Grey Goose Vodka,"Grey Goose Vodka is a premium French vodka made from the finest French wheat. Distilled using a five-step process, it has a smooth and clean taste. Sip it neat, on the rocks, or in elegant vodka cocktails.",750 ml bottle,https://example.com/grey-goose-vodka,TRUE,Vodka,$34.95 
Moët & Chandon Impérial Brut Champagne,"Moët & Chandon Impérial Brut Champagne is a prestigious and celebratory champagne from France. With flavors of green apple, citrus, and brioche, it's a symbol of luxury and refinement. Raise a glass of this iconic champagne to toast to life's special moments.",750 ml bottle,https://example.com/moet-chandon-imperial,FALSE,WhiteWine,$49.99 
Redbreast 12 Year Old Irish Whiskey,"Redbreast 12 Year Old is a beloved Irish whiskey known for its smooth and rich character. Triple distilled and aged in a combination of bourbon and sherry casks, it offers flavors of dried fruits, spices, and a hint of pot-still creaminess. Savor this exceptional whiskey neat or with a drop of water.",750 ml bottle,https://example.com/redbreast-12,FALSE,Whiskey,$59.99 
Hendrick's Orbium Gin,"Hendrick's Orbium Gin is an unusual and quixotic gin with a unique flavor profile. Infused with quinine, wormwood, and lotus blossom, it has a complex and exotic character. Enjoy this intriguing gin in creative cocktails that push the boundaries of taste.",750 ml bottle,https://example.com/hendricks-orbium-gin,TRUE,Gin,$39.95 
Dos Equis Lager Especial,"Dos Equis Lager Especial is a classic Mexican lager with a balanced and refreshing taste. Brewed with premium hops and malted barley, it has a smooth and clean profile. Enjoy it with friends at parties, barbecues, or while watching sports.",12x 12oz Bottles,https://example.com/dos-equis-lager,FALSE,Lager,$14.95 
Vizzy Pineapple Mango Hard Seltzer,"Vizzy Pineapple Mango Hard Seltzer is a tropical and vibrant seltzer with the taste of juicy pineapples and ripe mangoes. Infused with antioxidant vitamin C, it's a guilt-free option for a flavorful and refreshing drinking experience.",12x 12oz Cans,https://example.com/vizzy-pineapple-mango,FALSE,HardSeltzer,$16.49 
Absolut Citron Vodka,"Absolut Citron Vodka is a citrus-flavored vodka with the essence of ripe lemons and limes. Made from natural ingredients, it has a smooth and zesty taste. Enjoy it in citrusy cocktails or mixed with soda for a refreshing spritz.",750 ml bottle,https://example.com/absolut-citron-vodka,FALSE,Vodka,$18.99 
Château Montrose Saint-Estèphe,"Château Montrose Saint-Estèphe is a prestigious red wine from the Saint-Estèphe appellation of Bordeaux, France. A blend of Cabernet Sauvignon, Merlot, and Cabernet Franc, it's a full-bodied and complex wine with flavors of black fruits, tobacco, and cedar. Savor this Bordeaux gem with fine cuisine and special occasions.",750 ml bottle,https://example.com/chateau-montrose,FALSE,RedWine,$199.00 
Gallo Family Vineyards Moscato,"Gallo Family Vineyards Moscato is a sweet and aromatic white wine with flavors of orange blossom, peaches, and ripe citrus. Light-bodied and easy to drink, it's a delightful choice for casual gatherings and desserts.",750 ml bottle,https://example.com/gallo-moscato,TRUE,WhiteWine,$6.50 
Oban 14 Year Old Single Malt Scotch Whisky,"Oban 14 Year Old is a coastal and full-bodied single malt Scotch whisky from Scotland. With flavors of honey, sea salt, and a hint of smoke, it's a well-balanced and approachable whisky. Enjoy it neat, with a splash of water, or on the rocks.",750 ml bottle,https://example.com/oban-14,FALSE,Whiskey,$79.95 
Bulldog London Dry Gin,"Bulldog London Dry Gin is a modern and versatile gin with a smooth and balanced taste. With botanicals like dragon eye, lotus leaf, and poppy, it has a unique flavor profile. Enjoy it in classic gin cocktails or let it shine in contemporary mixes.",750 ml bottle,https://example.com/bulldog-gin,TRUE,Gin,$26.99 
Modelo Especial,"Modelo Especial is a crisp and refreshing Mexican lager with a light and balanced taste. Brewed with a blend of hops and malt, it has a clean and smooth flavor. Enjoy it with tacos, nachos, or while cheering for your favorite sports team.",12x 12oz Bottles,https://example.com/modelo-especial,FALSE,Lager,$15.49 
White Claw Tangerine Hard Seltzer,"White Claw Tangerine Hard Seltzer is a zesty and citrusy seltzer with the taste of juicy tangerines. Light, bubbly, and gluten-free, it's a guilt-free option for a fun and flavorful drinking experience.",12x 12oz Cans,https://example.com/white-claw-tangerine,FALSE,HardSeltzer,$14.99 
Ciroc Summer Citrus Vodka,"Ciroc Summer Citrus Vodka is a limited edition vodka with the refreshing taste of summer citrus fruits. Made from French grapes, it's gluten-free and has a smooth and vibrant profile. Enjoy it in seasonal cocktails or mixed with lemonade for a summertime sipper.",750 ml bottle,https://example.com/ciroc-summer-citrus,FALSE,Vodka,$34.99 
Domaine Carneros Brut Sparkling Wine,"Domaine Carneros Brut Sparkling Wine is a luxurious and elegant wine with fine bubbles and flavors of pear, apple, and a hint of toasted almond. Made in the traditional method, it's perfect for toasting to special occasions or pairing with gourmet dishes.",750 ml bottle,https://example.com/domaine-carneros-brut,FALSE,WhiteWine,$28.95 
Glenfiddich 15 Year Old Single Malt Scotch Whisky,"Glenfiddich 15 Year Old is a mature and sophisticated single malt Scotch whisky. Aged in sherry casks and bourbon barrels, it offers flavors of dried fruits, honey, and a hint of spice. Sip this smooth and elegant whisky by the fireplace.",750 ml bottle,https://example.com/glenfiddich-15,FALSE,Whiskey,$59.99 
Hendrick's Amazonia Gin,"Hendrick's Amazonia Gin is a limited edition gin inspired by the lush rainforests of the Amazon. With botanicals like pink pepper, elderflower, and camu camu, it has a vibrant and exotic character. Enjoy this unique gin in cocktails that transport you to the heart of the rainforest.",750 ml bottle,https://example.com/hendricks-amazonia-gin,TRUE,Gin,$44.95 
Pacifico Clara,"Pacifico Clara is a smooth and easy-drinking Mexican lager with a light and refreshing taste. Brewed with the spirit of the Pacific Coast, it's perfect for beach days, barbecues, or simply unwinding with friends.",12x 12oz Bottles,https://example.com/pacifico-clara,FALSE,Lager,$13.49 
High Noon Watermelon Hard Seltzer,"High Noon Watermelon Hard Seltzer is a juicy and thirst-quenching seltzer with the taste of ripe watermelons. Made with real fruit juice, it's gluten-free and has a hint of natural sweetness. Enjoy the refreshing taste of watermelon in every sip.",4x 12oz Cans,https://example.com/high-noon-watermelon,FALSE,HardSeltzer,$8.99 
Russian Standard Vodka,"Russian Standard Vodka is a classic Russian vodka made from winter wheat. Distilled multiple times and filtered through charcoal, it has a smooth and clean taste. Sip it neat or use it as the base for traditional vodka cocktails.",750 ml bottle,https://example.com/russian-standard-vodka,TRUE,Vodka,$19.99 
Veuve Clicquot Rosé Champagne,"Veuve Clicquot Rosé Champagne is a luxurious and indulgent rosé champagne from France. With flavors of wild berries, cherries, and a hint of spice, it's perfect for celebrating special moments or simply enjoying life's pleasures.",750 ml bottle,https://example.com/veuve-clicquot-rose,FALSE,WhiteWine,$69.99 
Green Spot Single Pot Still Irish Whiskey,"Green Spot Single Pot Still is a revered Irish whiskey known for its complexity and richness. Matured in a combination of ex-bourbon and sherry casks, it offers flavors of tropical fruits, vanilla, and a hint of spice. Savor this exceptional whiskey neat or with a drop of water.",750 ml bottle,https://example.com/green-spot,FALSE,Whiskey,$59.99 
Hendrick's Midsummer Solstice Limited Lunar Edition Gin,"Hendrick's Midsummer Solstice Limited Lunar Edition Gin is a special release gin inspired by the lunar eclipse. With floral and citrus notes, it has a delightful and refreshing character. Enjoy this unique gin in cocktails that capture the magic of the celestial event.",750 ml bottle,https://example.com/hendricks-lunar-edition-gin,FALSE,Gin,$37.99 
Pacifico Clara,"Pacifico Clara is a smooth and easy-drinking Mexican lager with a light and refreshing taste. Brewed with the spirit of the Pacific Coast, it's perfect for beach days, barbecues, or simply unwinding with friends.",12x 12oz Bottles,https://example.com/pacifico-clara,FALSE,Lager,$13.49 
High Noon Watermelon Hard Seltzer,"High Noon Watermelon Hard Seltzer is a juicy and thirst-quenching seltzer with the taste of ripe watermelons. Made with real fruit juice, it's gluten-free and has a hint of natural sweetness. Enjoy the refreshing taste of watermelon in every sip.",4x 12oz Cans,https://example.com/high-noon-watermelon,FALSE,HardSeltzer,$8.99 
Russian Standard Vodka,"Russian Standard Vodka is a classic Russian vodka made from winter wheat. Distilled multiple times and filtered through charcoal, it has a smooth and clean taste. Sip it neat or use it as the base for traditional vodka cocktails.",750 ml bottle,https://example.com/russian-standard-vodka,TRUE,Vodka,$19.99 
Veuve Clicquot Rosé Champagne,"Veuve Clicquot Rosé Champagne is a luxurious and indulgent rosé champagne from France. With flavors of wild berries, cherries, and a hint of spice, it's perfect for celebrating special moments or simply enjoying life's pleasures.",750 ml bottle,https://example.com/veuve-clicquot-rose,FALSE,WhiteWine,$69.99 
